,time_stamp,fault,joint,pose,offset,time,time_label,drop_rate,mean,sd,fault_effect
443,1970-01-01 00:04:48.753,1,2,8,4,2,3,2,-4.369999885559082,2.0799999237060547,1
444,1970-01-01 00:01:38.427,3,2,7,1,3,3,2,1.5199999809265137,1.5800000429153442,1
445,1970-01-01 00:05:15.075,3,1,2,3,1,2,1,2.8299999237060547,4.849999904632568,6
446,1970-01-01 00:05:17.306,3,1,2,3,1,2,1,2.8299999237060547,4.849999904632568,1
447,1970-01-01 00:05:22.280,3,1,2,3,1,2,1,2.8299999237060547,4.849999904632568,3
448,1970-01-01 00:07:12.681,4,4,6,2,2,2,2,-1.2699999809265137,1.8700000047683716,1
455,1970-01-01 00:01:26.130,1,2,2,4,3,3,3,4.480000019073486,1.809999942779541,3
456,1970-01-01 00:04:34.480,4,8,9,4,2,2,3,-2.680000066757202,1.8300000429153442,2
463,1970-01-01 00:01:19.848,4,6,4,1,2,2,1,-4.079999923706055,2.2300000190734863,1
464,1970-01-01 00:04:22.993,2,1,6,3,2,2,2,-0.3799999952316284,3.8499999046325684,1
465,1970-01-01 00:09:30.165,3,5,7,5,1,2,2,0.6499999761581421,3.809999942779541,3
471,1970-01-01 00:05:01.026,2,2,4,2,1,2,3,-4.25,4.570000171661377,1
472,1970-01-01 00:01:42.658,1,4,6,2,2,2,3,-4.599999904632568,3.0899999141693115,1
476,1970-01-01 00:04:51.302,1,3,9,2,1,2,2,-1.1799999475479126,4.070000171661377,3
481,1970-01-01 00:08:59.212,1,7,8,1,2,2,3,-0.7799999713897705,1.8300000429153442,1
486,1970-01-01 00:04:48.938,3,6,6,2,1,2,2,2.7799999713897705,2.940000057220459,1
496,1970-01-01 00:05:17.039,2,4,1,5,3,2,2,-3.0299999713897705,2.359999895095825,3
497,1970-01-01 00:03:12.333,4,3,8,1,3,2,1,-1.8200000524520874,2.4700000286102295,1
501,1970-01-01 00:04:09.591,1,2,2,5,1,2,1,-2.6700000762939453,4.639999866485596,3
502,1970-01-01 00:04:11.540,1,2,2,5,1,2,1,-2.6700000762939453,4.639999866485596,3
508,1970-01-01 00:06:57.459,1,0,3,1,2,2,3,-0.12999999523162842,1.9500000476837158,3
509,1970-01-01 00:10:21.449,2,7,8,3,2,3,2,0.25999999046325684,3.190000057220459,2
511,1970-01-01 00:06:02.276,1,0,9,1,2,2,1,0.47999998927116394,3.9700000286102295,2
513,1970-01-01 00:09:51.444,1,3,8,5,3,2,2,-4.010000228881836,2.259999990463257,4
514,1970-01-01 00:04:01.751,4,1,4,2,3,2,2,-4.110000133514404,1.7400000095367432,1
517,1970-01-01 00:04:14.857,4,5,8,3,1,2,1,4.949999809265137,3.25,1
518,1970-01-01 00:01:34.394,3,6,9,5,3,2,1,-2.3499999046325684,3.390000104904175,1
519,1970-01-01 00:04:49.864,1,5,9,4,2,3,1,-1.6299999952316284,1.909999966621399,1
520,1970-01-01 00:04:17.276,2,7,8,4,3,3,2,-3.1600000858306885,2.2100000381469727,1
526,1970-01-01 00:04:24.697,4,3,5,1,2,3,1,-2.75,2.7200000286102295,1
527,1970-01-01 00:09:22.299,3,0,3,4,1,3,1,3.9100000858306885,3.309999942779541,6
530,1970-01-01 00:05:42.907,3,7,6,4,2,3,1,-2.5999999046325684,3.2799999713897705,6
531,1970-01-01 00:08:56.906,3,7,6,4,2,3,1,-2.5999999046325684,3.2799999713897705,1
539,1970-01-01 00:04:48.457,2,0,8,3,3,3,1,2.0799999237060547,3.009999990463257,1
545,1970-01-01 00:04:11.833,4,5,6,3,2,2,1,-3.130000114440918,4.010000228881836,1
549,1970-01-01 00:08:32.725,1,3,4,4,1,3,1,-2.1500000953674316,1.100000023841858,1
553,1970-01-01 00:04:53.184,2,5,1,2,1,3,2,-3.9000000953674316,3.9200000762939453,1
554,1970-01-01 00:07:14.121,4,7,1,1,1,2,2,-4.400000095367432,1.940000057220459,1
557,1970-01-01 00:04:48.520,4,1,7,5,3,2,3,2.5799999237060547,1.4299999475479126,1
558,1970-01-01 00:05:28.215,4,0,4,2,1,2,3,-1.5099999904632568,1.659999966621399,1
561,1970-01-01 00:04:19.565,3,7,3,4,2,2,2,3.359999895095825,4.909999847412109,1
562,1970-01-01 00:01:50.876,1,5,6,1,2,3,1,2.7200000286102295,1.4900000095367432,2
569,1970-01-01 00:07:42.037,1,1,3,5,3,3,1,-2.309999942779541,5.0,1
570,1970-01-01 00:10:27.800,2,5,3,4,3,3,3,-2.200000047683716,2.7799999713897705,1
571,1970-01-01 00:04:14.716,2,6,3,1,3,3,2,-0.6700000166893005,1.5099999904632568,1
579,1970-01-01 00:02:47.869,1,2,5,4,3,2,1,-1.3200000524520874,4.739999771118164,2
